DateTime,Junction,Vehicles,ID,Year,Month,day_of_month,day_of_week,Date,Time,Quarter,day_of_year,Seconds
1481454000.0,1,39,20161211111,2016,12,11,6,406,11,4,346,39600
1481457600.0,1,35,20161211121,2016,12,11,6,406,12,4,346,43200
1481461200.0,1,38,20161211131,2016,12,11,6,406,13,4,346,46800
1481464800.0,1,42,20161211141,2016,12,11,6,406,14,4,346,50400
1481468400.0,1,39,20161211151,2016,12,11,6,406,15,4,346,54000
1481472000.0,1,40,20161211161,2016,12,11,6,406,16,4,346,57600
1481475600.0,1,42,20161211171,2016,12,11,6,406,17,4,346,61200
1481479200.0,1,51,20161211181,2016,12,11,6,406,18,4,346,64800
1481482800.0,1,56,20161211191,2016,12,11,6,406,19,4,346,68400
1481486400.0,1,59,20161211201,2016,12,11,6,406,20,4,346,72000
1481490000.0,1,52,20161211211,2016,12,11,6,406,21,4,346,75600
1481493600.0,1,59,20161211221,2016,12,11,6,406,22,4,346,79200
1481497200.0,1,55,20161211231,2016,12,11,6,406,23,4,346,82800
1481500800.0,1,47,20161212001,2016,12,12,0,407,0,4,347,0
1481504400.0,1,41,20161212011,2016,12,12,0,407,1,4,347,3600
1481508000.0,1,37,20161212021,2016,12,12,0,407,2,4,347,7200
1481511600.0,1,34,20161212031,2016,12,12,0,407,3,4,347,10800
1481515200.0,1,29,20161212041,2016,12,12,0,407,4,4,347,14400
1481518800.0,1,34,20161212051,2016,12,12,0,407,5,4,347,18000
1481522400.0,1,33,20161212061,2016,12,12,0,407,6,4,347,21600
1481526000.0,1,37,20161212071,2016,12,12,0,407,7,4,347,25200
1481529600.0,1,40,20161212081,2016,12,12,0,407,8,4,347,28800
1481533200.0,1,46,20161212091,2016,12,12,0,407,9,4,347,32400
1481536800.0,1,61,20161212101,2016,12,12,0,407,10,4,347,36000
1481540400.0,1,70,20161212111,2016,12,12,0,407,11,4,347,39600
1481544000.0,1,68,20161212121,2016,12,12,0,407,12,4,347,43200
1481547600.0,1,68,20161212131,2016,12,12,0,407,13,4,347,46800
1481551200.0,1,75,20161212141,2016,12,12,0,407,14,4,347,50400
1481554800.0,1,76,20161212151,2016,12,12,0,407,15,4,347,54000
1481558400.0,1,70,20161212161,2016,12,12,0,407,16,4,347,57600
1481562000.0,1,67,20161212171,2016,12,12,0,407,17,4,347,61200
1481565600.0,1,77,20161212181,2016,12,12,0,407,18,4,347,64800
1481569200.0,1,80,20161212191,2016,12,12,0,407,19,4,347,68400
1481572800.0,1,79,20161212201,2016,12,12,0,407,20,4,347,72000
1481576400.0,1,82,20161212211,2016,12,12,0,407,21,4,347,75600
1481580000.0,1,78,20161212221,2016,12,12,0,407,22,4,347,79200
1481583600.0,1,72,20161212231,2016,12,12,0,407,23,4,347,82800
1481587200.0,1,60,20161213001,2016,12,13,1,408,0,4,348,0
1481590800.0,1,56,20161213011,2016,12,13,1,408,1,4,348,3600
1481594400.0,1,50,20161213021,2016,12,13,1,408,2,4,348,7200
1481598000.0,1,45,20161213031,2016,12,13,1,408,3,4,348,10800
1481601600.0,1,42,20161213041,2016,12,13,1,408,4,4,348,14400
1481605200.0,1,35,20161213051,2016,12,13,1,408,5,4,348,18000
1481608800.0,1,37,20161213061,2016,12,13,1,408,6,4,348,21600
1481612400.0,1,42,20161213071,2016,12,13,1,408,7,4,348,25200
1481616000.0,1,43,20161213081,2016,12,13,1,408,8,4,348,28800
1481619600.0,1,47,20161213091,2016,12,13,1,408,9,4,348,32400
1481623200.0,1,63,20161213101,2016,12,13,1,408,10,4,348,36000
1481626800.0,1,77,20161213111,2016,12,13,1,408,11,4,348,39600
1481630400.0,1,82,20161213121,2016,12,13,1,408,12,4,348,43200
1481634000.0,1,74,20161213131,2016,12,13,1,408,13,4,348,46800
1481637600.0,1,81,20161213141,2016,12,13,1,408,14,4,348,50400
1481641200.0,1,78,20161213151,2016,12,13,1,408,15,4,348,54000
1481644800.0,1,71,20161213161,2016,12,13,1,408,16,4,348,57600
1481648400.0,1,76,20161213171,2016,12,13,1,408,17,4,348,61200
1481652000.0,1,76,20161213181,2016,12,13,1,408,18,4,348,64800
1481655600.0,1,80,20161213191,2016,12,13,1,408,19,4,348,68400
1481659200.0,1,80,20161213201,2016,12,13,1,408,20,4,348,72000
1481662800.0,1,80,20161213211,2016,12,13,1,408,21,4,348,75600
1481666400.0,1,81,20161213221,2016,12,13,1,408,22,4,348,79200
1481670000.0,1,69,20161213231,2016,12,13,1,408,23,4,348,82800
1481673600.0,1,62,20161214001,2016,12,14,2,409,0,4,349,0
1481677200.0,1,54,20161214011,2016,12,14,2,409,1,4,349,3600
1481680800.0,1,50,20161214021,2016,12,14,2,409,2,4,349,7200
1481684400.0,1,48,20161214031,2016,12,14,2,409,3,4,349,10800
1481688000.0,1,37,20161214041,2016,12,14,2,409,4,4,349,14400
1481691600.0,1,34,20161214051,2016,12,14,2,409,5,4,349,18000
1481695200.0,1,36,20161214061,2016,12,14,2,409,6,4,349,21600
1481698800.0,1,40,20161214071,2016,12,14,2,409,7,4,349,25200
1481702400.0,1,41,20161214081,2016,12,14,2,409,8,4,349,28800
1481706000.0,1,52,20161214091,2016,12,14,2,409,9,4,349,32400
1481709600.0,1,65,20161214101,2016,12,14,2,409,10,4,349,36000
1481713200.0,1,74,20161214111,2016,12,14,2,409,11,4,349,39600
1481716800.0,1,72,20161214121,2016,12,14,2,409,12,4,349,43200
1481720400.0,1,70,20161214131,2016,12,14,2,409,13,4,349,46800
1481724000.0,1,77,20161214141,2016,12,14,2,409,14,4,349,50400
1481727600.0,1,72,20161214151,2016,12,14,2,409,15,4,349,54000
1481731200.0,1,71,20161214161,2016,12,14,2,409,16,4,349,57600
1481734800.0,1,69,20161214171,2016,12,14,2,409,17,4,349,61200
1481738400.0,1,84,20161214181,2016,12,14,2,409,18,4,349,64800
1481742000.0,1,81,20161214191,2016,12,14,2,409,19,4,349,68400
1481745600.0,1,86,20161214201,2016,12,14,2,409,20,4,349,72000
1481749200.0,1,83,20161214211,2016,12,14,2,409,21,4,349,75600
1481752800.0,1,82,20161214221,2016,12,14,2,409,22,4,349,79200
1481756400.0,1,72,20161214231,2016,12,14,2,409,23,4,349,82800
1481760000.0,1,63,20161215001,2016,12,15,3,410,0,4,350,0
1481763600.0,1,56,20161215011,2016,12,15,3,410,1,4,350,3600
1481767200.0,1,49,20161215021,2016,12,15,3,410,2,4,350,7200
1481770800.0,1,42,20161215031,2016,12,15,3,410,3,4,350,10800
1481774400.0,1,41,20161215041,2016,12,15,3,410,4,4,350,14400
1481778000.0,1,38,20161215051,2016,12,15,3,410,5,4,350,18000
1481781600.0,1,37,20161215061,2016,12,15,3,410,6,4,350,21600
1481785200.0,1,41,20161215071,2016,12,15,3,410,7,4,350,25200
1481788800.0,1,46,20161215081,2016,12,15,3,410,8,4,350,28800
1481792400.0,1,58,20161215091,2016,12,15,3,410,9,4,350,32400
1481796000.0,1,76,20161215101,2016,12,15,3,410,10,4,350,36000
1481799600.0,1,78,20161215111,2016,12,15,3,410,11,4,350,39600
1481803200.0,1,77,20161215121,2016,12,15,3,410,12,4,350,43200
1481806800.0,1,73,20161215131,2016,12,15,3,410,13,4,350,46800
1481810400.0,1,78,20161215141,2016,12,15,3,410,14,4,350,50400
1481814000.0,1,75,20161215151,2016,12,15,3,410,15,4,350,54000
1481817600.0,1,70,20161215161,2016,12,15,3,410,16,4,350,57600
1481821200.0,1,67,20161215171,2016,12,15,3,410,17,4,350,61200
1481824800.0,1,70,20161215181,2016,12,15,3,410,18,4,350,64800
1481828400.0,1,75,20161215191,2016,12,15,3,410,19,4,350,68400
1481832000.0,1,82,20161215201,2016,12,15,3,410,20,4,350,72000
1481835600.0,1,75,20161215211,2016,12,15,3,410,21,4,350,75600
1481839200.0,1,71,20161215221,2016,12,15,3,410,22,4,350,79200
1481842800.0,1,71,20161215231,2016,12,15,3,410,23,4,350,82800
1481846400.0,1,62,20161216001,2016,12,16,4,411,0,4,351,0
1481850000.0,1,45,20161216011,2016,12,16,4,411,1,4,351,3600
1481853600.0,1,44,20161216021,2016,12,16,4,411,2,4,351,7200
1481857200.0,1,44,20161216031,2016,12,16,4,411,3,4,351,10800
1481860800.0,1,32,20161216041,2016,12,16,4,411,4,4,351,14400
1481864400.0,1,31,20161216051,2016,12,16,4,411,5,4,351,18000
1481868000.0,1,35,20161216061,2016,12,16,4,411,6,4,351,21600
1481871600.0,1,35,20161216071,2016,12,16,4,411,7,4,351,25200
1481875200.0,1,41,20161216081,2016,12,16,4,411,8,4,351,28800
1481878800.0,1,46,20161216091,2016,12,16,4,411,9,4,351,32400
1481882400.0,1,59,20161216101,2016,12,16,4,411,10,4,351,36000
1481886000.0,1,69,20161216111,2016,12,16,4,411,11,4,351,39600
1481889600.0,1,78,20161216121,2016,12,16,4,411,12,4,351,43200
1481893200.0,1,68,20161216131,2016,12,16,4,411,13,4,351,46800
1481896800.0,1,73,20161216141,2016,12,16,4,411,14,4,351,50400
1481900400.0,1,74,20161216151,2016,12,16,4,411,15,4,351,54000
1481904000.0,1,68,20161216161,2016,12,16,4,411,16,4,351,57600
1481907600.0,1,64,20161216171,2016,12,16,4,411,17,4,351,61200
1481911200.0,1,67,20161216181,2016,12,16,4,411,18,4,351,64800
1481914800.0,1,73,20161216191,2016,12,16,4,411,19,4,351,68400
1481918400.0,1,64,20161216201,2016,12,16,4,411,20,4,351,72000
1481922000.0,1,64,20161216211,2016,12,16,4,411,21,4,351,75600
1481925600.0,1,62,20161216221,2016,12,16,4,411,22,4,351,79200
1481929200.0,1,55,20161216231,2016,12,16,4,411,23,4,351,82800
1481932800.0,1,54,20161217001,2016,12,17,5,412,0,4,352,0
1481936400.0,1,48,20161217011,2016,12,17,5,412,1,4,352,3600
1481940000.0,1,38,20161217021,2016,12,17,5,412,2,4,352,7200
1481943600.0,1,35,20161217031,2016,12,17,5,412,3,4,352,10800
1481947200.0,1,29,20161217041,2016,12,17,5,412,4,4,352,14400
1481950800.0,1,27,20161217051,2016,12,17,5,412,5,4,352,18000
1481954400.0,1,29,20161217061,2016,12,17,5,412,6,4,352,21600
1481958000.0,1,27,20161217071,2016,12,17,5,412,7,4,352,25200
1481961600.0,1,31,20161217081,2016,12,17,5,412,8,4,352,28800
1481965200.0,1,34,20161217091,2016,12,17,5,412,9,4,352,32400
1481968800.0,1,39,20161217101,2016,12,17,5,412,10,4,352,36000
1481972400.0,1,40,20161217111,2016,12,17,5,412,11,4,352,39600
1481976000.0,1,43,20161217121,2016,12,17,5,412,12,4,352,43200
1481979600.0,1,37,20161217131,2016,12,17,5,412,13,4,352,46800
1481983200.0,1,38,20161217141,2016,12,17,5,412,14,4,352,50400
1481986800.0,1,40,20161217151,2016,12,17,5,412,15,4,352,54000
1481990400.0,1,39,20161217161,2016,12,17,5,412,16,4,352,57600
1481994000.0,1,43,20161217171,2016,12,17,5,412,17,4,352,61200
1481997600.0,1,46,20161217181,2016,12,17,5,412,18,4,352,64800
1482001200.0,1,52,20161217191,2016,12,17,5,412,19,4,352,68400
1482004800.0,1,55,20161217201,2016,12,17,5,412,20,4,352,72000
1482008400.0,1,54,20161217211,2016,12,17,5,412,21,4,352,75600
1482012000.0,1,53,20161217221,2016,12,17,5,412,22,4,352,79200
1482015600.0,1,49,20161217231,2016,12,17,5,412,23,4,352,82800
1482019200.0,1,38,20161218001,2016,12,18,6,413,0,4,353,0
1482022800.0,1,32,20161218011,2016,12,18,6,413,1,4,353,3600
1482026400.0,1,29,20161218021,2016,12,18,6,413,2,4,353,7200
1482030000.0,1,24,20161218031,2016,12,18,6,413,3,4,353,10800
1482033600.0,1,22,20161218041,2016,12,18,6,413,4,4,353,14400
1482037200.0,1,21,20161218051,2016,12,18,6,413,5,4,353,18000
1482040800.0,1,25,20161218061,2016,12,18,6,413,6,4,353,21600
1482044400.0,1,22,20161218071,2016,12,18,6,413,7,4,353,25200
1482048000.0,1,27,20161218081,2016,12,18,6,413,8,4,353,28800
1482051600.0,1,33,20161218091,2016,12,18,6,413,9,4,353,32400
1482055200.0,1,36,20161218101,2016,12,18,6,413,10,4,353,36000
1482058800.0,1,43,20161218111,2016,12,18,6,413,11,4,353,39600
1482062400.0,1,39,20161218121,2016,12,18,6,413,12,4,353,43200
1482066000.0,1,37,20161218131,2016,12,18,6,413,13,4,353,46800
1482069600.0,1,37,20161218141,2016,12,18,6,413,14,4,353,50400
1482073200.0,1,38,20161218151,2016,12,18,6,413,15,4,353,54000
1482076800.0,1,40,20161218161,2016,12,18,6,413,16,4,353,57600
1482080400.0,1,40,20161218171,2016,12,18,6,413,17,4,353,61200
1482084000.0,1,49,20161218181,2016,12,18,6,413,18,4,353,64800
1482087600.0,1,57,20161218191,2016,12,18,6,413,19,4,353,68400
1482091200.0,1,53,20161218201,2016,12,18,6,413,20,4,353,72000
1482094800.0,1,51,20161218211,2016,12,18,6,413,21,4,353,75600
1482098400.0,1,50,20161218221,2016,12,18,6,413,22,4,353,79200
1482102000.0,1,54,20161218231,2016,12,18,6,413,23,4,353,82800
1482105600.0,1,44,20161219001,2016,12,19,0,414,0,4,354,0
1482109200.0,1,38,20161219011,2016,12,19,0,414,1,4,354,3600
1482112800.0,1,34,20161219021,2016,12,19,0,414,2,4,354,7200
1482116400.0,1,33,20161219031,2016,12,19,0,414,3,4,354,10800
1482120000.0,1,29,20161219041,2016,12,19,0,414,4,4,354,14400
1482123600.0,1,28,20161219051,2016,12,19,0,414,5,4,354,18000
1482127200.0,1,30,20161219061,2016,12,19,0,414,6,4,354,21600
1482130800.0,1,35,20161219071,2016,12,19,0,414,7,4,354,25200
1482134400.0,1,41,20161219081,2016,12,19,0,414,8,4,354,28800
1482138000.0,1,45,20161219091,2016,12,19,0,414,9,4,354,32400
1482141600.0,1,65,20161219101,2016,12,19,0,414,10,4,354,36000
1482145200.0,1,79,20161219111,2016,12,19,0,414,11,4,354,39600
1482148800.0,1,91,20161219121,2016,12,19,0,414,12,4,354,43200
1482152400.0,1,84,20161219131,2016,12,19,0,414,13,4,354,46800
1482156000.0,1,85,20161219141,2016,12,19,0,414,14,4,354,50400
1482159600.0,1,88,20161219151,2016,12,19,0,414,15,4,354,54000
1482163200.0,1,76,20161219161,2016,12,19,0,414,16,4,354,57600
1482166800.0,1,71,20161219171,2016,12,19,0,414,17,4,354,61200
1482170400.0,1,79,20161219181,2016,12,19,0,414,18,4,354,64800
1482174000.0,1,80,20161219191,2016,12,19,0,414,19,4,354,68400
1482177600.0,1,81,20161219201,2016,12,19,0,414,20,4,354,72000
1482181200.0,1,75,20161219211,2016,12,19,0,414,21,4,354,75600
1482184800.0,1,70,20161219221,2016,12,19,0,414,22,4,354,79200
1482188400.0,1,72,20161219231,2016,12,19,0,414,23,4,354,82800
1482192000.0,1,65,20161220001,2016,12,20,1,415,0,4,355,0
1482195600.0,1,39,20161220011,2016,12,20,1,415,1,4,355,3600
1482199200.0,1,40,20161220021,2016,12,20,1,415,2,4,355,7200
1482202800.0,1,43,20161220031,2016,12,20,1,415,3,4,355,10800
1482206400.0,1,37,20161220041,2016,12,20,1,415,4,4,355,14400
1482210000.0,1,35,20161220051,2016,12,20,1,415,5,4,355,18000
1482213600.0,1,39,20161220061,2016,12,20,1,415,6,4,355,21600
1482217200.0,1,40,20161220071,2016,12,20,1,415,7,4,355,25200
1482220800.0,1,45,20161220081,2016,12,20,1,415,8,4,355,28800
1482224400.0,1,51,20161220091,2016,12,20,1,415,9,4,355,32400
1482228000.0,1,63,20161220101,2016,12,20,1,415,10,4,355,36000
1482231600.0,1,71,20161220111,2016,12,20,1,415,11,4,355,39600
1482235200.0,1,76,20161220121,2016,12,20,1,415,12,4,355,43200
1482238800.0,1,66,20161220131,2016,12,20,1,415,13,4,355,46800
1482242400.0,1,71,20161220141,2016,12,20,1,415,14,4,355,50400
1482246000.0,1,74,20161220151,2016,12,20,1,415,15,4,355,54000
1482249600.0,1,73,20161220161,2016,12,20,1,415,16,4,355,57600
1482253200.0,1,70,20161220171,2016,12,20,1,415,17,4,355,61200
1482256800.0,1,73,20161220181,2016,12,20,1,415,18,4,355,64800
1482260400.0,1,69,20161220191,2016,12,20,1,415,19,4,355,68400
1482264000.0,1,70,20161220201,2016,12,20,1,415,20,4,355,72000
1482267600.0,1,75,20161220211,2016,12,20,1,415,21,4,355,75600
1482271200.0,1,71,20161220221,2016,12,20,1,415,22,4,355,79200
1482274800.0,1,62,20161220231,2016,12,20,1,415,23,4,355,82800
1482278400.0,1,59,20161221001,2016,12,21,2,416,0,4,356,0
1482282000.0,1,52,20161221011,2016,12,21,2,416,1,4,356,3600
1482285600.0,1,48,20161221021,2016,12,21,2,416,2,4,356,7200
1482289200.0,1,41,20161221031,2016,12,21,2,416,3,4,356,10800
1482292800.0,1,37,20161221041,2016,12,21,2,416,4,4,356,14400
1482296400.0,1,35,20161221051,2016,12,21,2,416,5,4,356,18000
1482300000.0,1,33,20161221061,2016,12,21,2,416,6,4,356,21600
1482303600.0,1,38,20161221071,2016,12,21,2,416,7,4,356,25200
1482307200.0,1,44,20161221081,2016,12,21,2,416,8,4,356,28800
1482310800.0,1,50,20161221091,2016,12,21,2,416,9,4,356,32400
1482314400.0,1,61,20161221101,2016,12,21,2,416,10,4,356,36000
1482318000.0,1,76,20161221111,2016,12,21,2,416,11,4,356,39600
1482321600.0,1,82,20161221121,2016,12,21,2,416,12,4,356,43200
1482325200.0,1,76,20161221131,2016,12,21,2,416,13,4,356,46800
1482328800.0,1,78,20161221141,2016,12,21,2,416,14,4,356,50400
1482332400.0,1,79,20161221151,2016,12,21,2,416,15,4,356,54000
1482336000.0,1,72,20161221161,2016,12,21,2,416,16,4,356,57600
1482339600.0,1,70,20161221171,2016,12,21,2,416,17,4,356,61200
1482343200.0,1,79,20161221181,2016,12,21,2,416,18,4,356,64800
1482346800.0,1,79,20161221191,2016,12,21,2,416,19,4,356,68400
1482350400.0,1,79,20161221201,2016,12,21,2,416,20,4,356,72000
1482354000.0,1,83,20161221211,2016,12,21,2,416,21,4,356,75600
1482357600.0,1,75,20161221221,2016,12,21,2,416,22,4,356,79200
1482361200.0,1,69,20161221231,2016,12,21,2,416,23,4,356,82800
1482364800.0,1,62,20161222001,2016,12,22,3,417,0,4,357,0
1482368400.0,1,51,20161222011,2016,12,22,3,417,1,4,357,3600
1482372000.0,1,44,20161222021,2016,12,22,3,417,2,4,357,7200
1482375600.0,1,40,20161222031,2016,12,22,3,417,3,4,357,10800
1482379200.0,1,34,20161222041,2016,12,22,3,417,4,4,357,14400
1482382800.0,1,30,20161222051,2016,12,22,3,417,5,4,357,18000
1482386400.0,1,33,20161222061,2016,12,22,3,417,6,4,357,21600
1482390000.0,1,39,20161222071,2016,12,22,3,417,7,4,357,25200
1482393600.0,1,45,20161222081,2016,12,22,3,417,8,4,357,28800
1482397200.0,1,51,20161222091,2016,12,22,3,417,9,4,357,32400
1482400800.0,1,57,20161222101,2016,12,22,3,417,10,4,357,36000
1482404400.0,1,67,20161222111,2016,12,22,3,417,11,4,357,39600
1482408000.0,1,69,20161222121,2016,12,22,3,417,12,4,357,43200
1482411600.0,1,61,20161222131,2016,12,22,3,417,13,4,357,46800
1482415200.0,1,67,20161222141,2016,12,22,3,417,14,4,357,50400
1482418800.0,1,69,20161222151,2016,12,22,3,417,15,4,357,54000
1482422400.0,1,62,20161222161,2016,12,22,3,417,16,4,357,57600
1482426000.0,1,64,20161222171,2016,12,22,3,417,17,4,357,61200
1482429600.0,1,60,20161222181,2016,12,22,3,417,18,4,357,64800
1482433200.0,1,61,20161222191,2016,12,22,3,417,19,4,357,68400
1482436800.0,1,64,20161222201,2016,12,22,3,417,20,4,357,72000
1482440400.0,1,62,20161222211,2016,12,22,3,417,21,4,357,75600
1482444000.0,1,62,20161222221,2016,12,22,3,417,22,4,357,79200
1482447600.0,1,58,20161222231,2016,12,22,3,417,23,4,357,82800
1482451200.0,1,46,20161223001,2016,12,23,4,418,0,4,358,0
1482454800.0,1,40,20161223011,2016,12,23,4,418,1,4,358,3600
1482458400.0,1,39,20161223021,2016,12,23,4,418,2,4,358,7200
1482462000.0,1,33,20161223031,2016,12,23,4,418,3,4,358,10800
1482465600.0,1,27,20161223041,2016,12,23,4,418,4,4,358,14400
1482469200.0,1,26,20161223051,2016,12,23,4,418,5,4,358,18000
1482472800.0,1,31,20161223061,2016,12,23,4,418,6,4,358,21600
1482476400.0,1,33,20161223071,2016,12,23,4,418,7,4,358,25200
1482480000.0,1,38,20161223081,2016,12,23,4,418,8,4,358,28800
1482483600.0,1,40,20161223091,2016,12,23,4,418,9,4,358,32400
1482487200.0,1,51,20161223101,2016,12,23,4,418,10,4,358,36000
1482490800.0,1,54,20161223111,2016,12,23,4,418,11,4,358,39600
1482494400.0,1,62,20161223121,2016,12,23,4,418,12,4,358,43200
1482498000.0,1,54,20161223131,2016,12,23,4,418,13,4,358,46800
1482501600.0,1,61,20161223141,2016,12,23,4,418,14,4,358,50400
1482505200.0,1,54,20161223151,2016,12,23,4,418,15,4,358,54000
1482508800.0,1,53,20161223161,2016,12,23,4,418,16,4,358,57600
1482512400.0,1,54,20161223171,2016,12,23,4,418,17,4,358,61200
1482516000.0,1,57,20161223181,2016,12,23,4,418,18,4,358,64800
1482519600.0,1,56,20161223191,2016,12,23,4,418,19,4,358,68400
1482523200.0,1,55,20161223201,2016,12,23,4,418,20,4,358,72000
1482526800.0,1,56,20161223211,2016,12,23,4,418,21,4,358,75600
1482530400.0,1,54,20161223221,2016,12,23,4,418,22,4,358,79200
1482534000.0,1,49,20161223231,2016,12,23,4,418,23,4,358,82800
1482537600.0,1,41,20161224001,2016,12,24,5,419,0,4,359,0
1482541200.0,1,36,20161224011,2016,12,24,5,419,1,4,359,3600
1482544800.0,1,33,20161224021,2016,12,24,5,419,2,4,359,7200
1482548400.0,1,30,20161224031,2016,12,24,5,419,3,4,359,10800
1482552000.0,1,28,20161224041,2016,12,24,5,419,4,4,359,14400
1482555600.0,1,26,20161224051,2016,12,24,5,419,5,4,359,18000
1482559200.0,1,26,20161224061,2016,12,24,5,419,6,4,359,21600
1482562800.0,1,22,20161224071,2016,12,24,5,419,7,4,359,25200
1482566400.0,1,22,20161224081,2016,12,24,5,419,8,4,359,28800
1482570000.0,1,27,20161224091,2016,12,24,5,419,9,4,359,32400
1482573600.0,1,43,20161224101,2016,12,24,5,419,10,4,359,36000
1482577200.0,1,44,20161224111,2016,12,24,5,419,11,4,359,39600
1482580800.0,1,43,20161224121,2016,12,24,5,419,12,4,359,43200
1482584400.0,1,38,20161224131,2016,12,24,5,419,13,4,359,46800
1482588000.0,1,31,20161224141,2016,12,24,5,419,14,4,359,50400
1482591600.0,1,31,20161224151,2016,12,24,5,419,15,4,359,54000
1482595200.0,1,31,20161224161,2016,12,24,5,419,16,4,359,57600
1482598800.0,1,34,20161224171,2016,12,24,5,419,17,4,359,61200
1482602400.0,1,39,20161224181,2016,12,24,5,419,18,4,359,64800
1482606000.0,1,44,20161224191,2016,12,24,5,419,19,4,359,68400
1482609600.0,1,44,20161224201,2016,12,24,5,419,20,4,359,72000
1482613200.0,1,37,20161224211,2016,12,24,5,419,21,4,359,75600
1482616800.0,1,39,20161224221,2016,12,24,5,419,22,4,359,79200
1482620400.0,1,36,20161224231,2016,12,24,5,419,23,4,359,82800
1482624000.0,1,33,20161225001,2016,12,25,6,420,0,4,360,0
1482627600.0,1,26,20161225011,2016,12,25,6,420,1,4,360,3600
1482631200.0,1,26,20161225021,2016,12,25,6,420,2,4,360,7200
1482634800.0,1,23,20161225031,2016,12,25,6,420,3,4,360,10800
1482638400.0,1,20,20161225041,2016,12,25,6,420,4,4,360,14400
1482642000.0,1,16,20161225051,2016,12,25,6,420,5,4,360,18000
1482645600.0,1,21,20161225061,2016,12,25,6,420,6,4,360,21600
1482649200.0,1,20,20161225071,2016,12,25,6,420,7,4,360,25200
1482652800.0,1,20,20161225081,2016,12,25,6,420,8,4,360,28800
1482656400.0,1,29,20161225091,2016,12,25,6,420,9,4,360,32400
1482660000.0,1,31,20161225101,2016,12,25,6,420,10,4,360,36000
1482663600.0,1,33,20161225111,2016,12,25,6,420,11,4,360,39600
1482667200.0,1,33,20161225121,2016,12,25,6,420,12,4,360,43200
1482670800.0,1,34,20161225131,2016,12,25,6,420,13,4,360,46800
1482674400.0,1,33,20161225141,2016,12,25,6,420,14,4,360,50400
1482678000.0,1,35,20161225151,2016,12,25,6,420,15,4,360,54000
1482681600.0,1,33,20161225161,2016,12,25,6,420,16,4,360,57600
1482685200.0,1,37,20161225171,2016,12,25,6,420,17,4,360,61200
1482688800.0,1,38,20161225181,2016,12,25,6,420,18,4,360,64800
1482692400.0,1,39,20161225191,2016,12,25,6,420,19,4,360,68400
1482696000.0,1,39,20161225201,2016,12,25,6,420,20,4,360,72000
1482699600.0,1,38,20161225211,2016,12,25,6,420,21,4,360,75600
1482703200.0,1,34,20161225221,2016,12,25,6,420,22,4,360,79200
1482706800.0,1,19,20161225231,2016,12,25,6,420,23,4,360,82800
1482710400.0,1,35,20161226001,2016,12,26,0,421,0,4,361,0
1482714000.0,1,24,20161226011,2016,12,26,0,421,1,4,361,3600
1482717600.0,1,27,20161226021,2016,12,26,0,421,2,4,361,7200
1482721200.0,1,25,20161226031,2016,12,26,0,421,3,4,361,10800
1482724800.0,1,23,20161226041,2016,12,26,0,421,4,4,361,14400
1482728400.0,1,24,20161226051,2016,12,26,0,421,5,4,361,18000
1482732000.0,1,27,20161226061,2016,12,26,0,421,6,4,361,21600
1482735600.0,1,31,20161226071,2016,12,26,0,421,7,4,361,25200
1482739200.0,1,32,20161226081,2016,12,26,0,421,8,4,361,28800
1482742800.0,1,44,20161226091,2016,12,26,0,421,9,4,361,32400
1482746400.0,1,55,20161226101,2016,12,26,0,421,10,4,361,36000
1482750000.0,1,65,20161226111,2016,12,26,0,421,11,4,361,39600
1482753600.0,1,64,20161226121,2016,12,26,0,421,12,4,361,43200
1482757200.0,1,58,20161226131,2016,12,26,0,421,13,4,361,46800
1482760800.0,1,65,20161226141,2016,12,26,0,421,14,4,361,50400
1482764400.0,1,68,20161226151,2016,12,26,0,421,15,4,361,54000
1482768000.0,1,56,20161226161,2016,12,26,0,421,16,4,361,57600
1482771600.0,1,62,20161226171,2016,12,26,0,421,17,4,361,61200
1482775200.0,1,55,20161226181,2016,12,26,0,421,18,4,361,64800
1482778800.0,1,59,20161226191,2016,12,26,0,421,19,4,361,68400
1482782400.0,1,52,20161226201,2016,12,26,0,421,20,4,361,72000
1482786000.0,1,54,20161226211,2016,12,26,0,421,21,4,361,75600
1482789600.0,1,51,20161226221,2016,12,26,0,421,22,4,361,79200
1482793200.0,1,51,20161226231,2016,12,26,0,421,23,4,361,82800
1482796800.0,1,41,20161227001,2016,12,27,1,422,0,4,362,0
1482800400.0,1,33,20161227011,2016,12,27,1,422,1,4,362,3600
1482804000.0,1,29,20161227021,2016,12,27,1,422,2,4,362,7200
1482807600.0,1,29,20161227031,2016,12,27,1,422,3,4,362,10800
1482811200.0,1,25,20161227041,2016,12,27,1,422,4,4,362,14400
1482814800.0,1,26,20161227051,2016,12,27,1,422,5,4,362,18000
1482818400.0,1,29,20161227061,2016,12,27,1,422,6,4,362,21600
1482822000.0,1,36,20161227071,2016,12,27,1,422,7,4,362,25200
1482825600.0,1,39,20161227081,2016,12,27,1,422,8,4,362,28800
1482829200.0,1,43,20161227091,2016,12,27,1,422,9,4,362,32400
1482832800.0,1,53,20161227101,2016,12,27,1,422,10,4,362,36000
1482836400.0,1,51,20161227111,2016,12,27,1,422,11,4,362,39600
1482840000.0,1,69,20161227121,2016,12,27,1,422,12,4,362,43200
1482843600.0,1,40,20161227131,2016,12,27,1,422,13,4,362,46800
